fichier,start,end,text,url
Visio Questions-Réponses du 10 avril 2025,6405.42,6438.58,"attention sur cette check list il n'y a ni votre nom ni votre cachet, ni votre raison sociale ni votre machin parce que là vous êtes si vous mettez ça sur du papier avec écrit à la bicarbonate de l'immobilier agent commercial indépendant machin etc là vous êtes en train de vous mettre votre tampon sur une activité qui ne vous appartient pas Alors, quand vous posez ces questions, quand vous demandez des informations sur toutes ces choses-là,",https://www.youtube.com/watch?v=sABhIWgx0yA
Visio Questions-Réponses du 10 avril 2025,6438.92,6473.52,"vous devez être très très attentif à ce qu'on pourrait appeler des petits drapeaux rouges, des petits signaux d'alerte. Premièrement, alors là encore, est-ce que vous pouvez me donner quelques petits signaux d'alerte ? des choses qui vont éveiller votre méfiance, qu'est-ce que dans le comportement du client, vous pourriez voir qui vous permet de dire « Oh là là, lui, il me raconte des craques » ou « Lui, il ne sait pas du tout où il en est. »",https://www.youtube.com/watch?v=sABhIWgx0yA
Visio Questions-Réponses du 10 avril 2025,6473.52,6504.88,Est-ce que vous avez des idées ? Véronique dit la personne est disponible trop facilement elle n'a pas de travail des choses un peu plus concrètes qu'est-ce que vous auriez en tête moi j'ai pensé à un certain nombre de choses est-ce que je peux répéter la question quels sont les petits signaux d'alerte quand vous posez toutes ces questions à vos clients que vous leur demandez préparez vos relevés bancaires,https://www.youtube.com/watch?v=sABhIWgx0yA
Visio Questions-Réponses du 10 avril 2025,6504.88,6535.04,"et que vous leur posez les questions qu'est-ce que vous faites dans la vie c'est quoi votre job est-ce que vous êtes en CDI, est-ce que vous êtes fonctionnaire est-ce que ceci, est-ce que cela quand vous faites cette découverte acquéreur et par la suite la suite du processus, quels sont les petits signaux d'alerte qui doivent vous dire ouh attention lui il est franc comme un âne qui recule il ne dit pas la vérité, soit parce que c'est un menteur, soit parce qu'en fait il ne sait pas alors, effectivement",https://www.youtube.com/watch?v=sABhIWgx0yA
Visio Questions-Réponses du 10 avril 2025,6535.04,6565.22,"Véro et Marjorie donnent la même réponse hésitation ils ne savent pas trop quoi répondre ils bégayent un peu ils ne se sont pas posé des questions moi, n'importe qui on pose une question à laquelle premièrement je faisais la réponse deuxièmement je ne mens pas on me demande quel est votre prénom je ne réfléchis pas je ne dis pas je m'appelle je m'appelle Nicolas non",https://www.youtube.com/watch?v=sABhIWgx0yA
Visio Questions-Réponses du 10 avril 2025,6565.22,6598.62,"on me demande mon prénom je m'appelle Nicolas Celui qui hésite, qui bégaye, il cherche, alors ça peut être parce qu'il est gêné et que vous lui avez mal posé la question, parce qu'on est quand même en train de lui poser des questions, mais si dès le début vous lui dites « Monsieur, combien gagnez-vous ? » Là, il va bégayer, « Pourquoi on me pose cette question ? » Par contre, si gentiment au cours de la conversation, vous lui dites « Mais en fait, vous travaillez où ? Vous travaillez loin ? Loin d'ici ? » Il va vous dire « Ben non, je travaille à 40 minutes. Qu'est-ce que vous faites ? »",https://www.youtube.com/watch?v=sABhIWgx0yA
Visio Questions-Réponses du 10 avril 2025,6598.62,6629.88,"« Ah, je suis ingénieur informatique. » Donc, hésitation, bégayement, on ne sait pas trop, on est évasif, comme nous dit Noémie, absolument. Il se coupe dans ce qu'il dit, il a des incohérences, absolument. Il ne veut pas fournir les documents, ah oui. Il ne veut pas fournir les documents sans donner de vraies raisons. Moi, si je vous dis « Non, je ne vais pas vous donner ces documents, c'est pour la banque. Je les donnerai à la banque, c'est une chose.",https://www.youtube.com/watch?v=sABhIWgx0yA
Visio Questions-Réponses du 10 avril 2025,6630.6,6676.22,"Si je dis, mes bulletins de salaire, je ne les ai pas. Je ne sais pas où ils sont. Ma fiche d'imposition, je ne sais pas non plus. C'est bizarre, ça. La première chose qui doit éveiller votre méfiance, c'est que l'acquéreur ne connaît pas son budget. Ça peut vouloir dire deux choses. C'est un rigolo, il visite des maisons pour se balader comme ça. Il visite des maisons qu'il n'a pas l'intention d'acheter ou qu'il n'a pas les moyens d'acheter du tout.",https://www.youtube.com/watch?v=sABhIWgx0yA
Visio Questions-Réponses du 10 avril 2025,6676.22,6727.42,"et on en rencontre régulièrement des gens comme ça ou bien il est en tout début de recherche il ne s'est pas encore posé la question il n'en a pas la moindre idée je ne suis pas en train de dire qu'il n'a pas les moyens je suis en train de dire qu'il ne le sait pas nous ne le savons pas, si ça se trouve il est en train de visiter une maison beaucoup trop chère pour lui et il ne l'a pas encore réalisé parce que souvent les gens se lancent dans une recherche immobilière déjà ils cherchent une chouette maison C'est plus tard qu'ils se demanderont s'ils ont vraiment de quoi la payer. Ils peuvent mal estimer leur capacité d'empreinte. Donc, il ne connaît pas son budget. Qu'est-ce qu'on fait ? Avant d'aller plus loin, on lui conseille de rencontrer un professionnel, un courtier, un banquier.",https://www.youtube.com/watch?v=sABhIWgx0yA
Visio Questions-Réponses du 10 avril 2025,6727.42,6757.9,on le renvoie vers quelqu'un qui va lui donner cette information et si possible nous la donner à nous aussi ça nous permettra de savoir si on doit continuer deuxième chose le client ne contacte pas le banquier indiqué c'est à dire que votre client que vous avez renvoyé,https://www.youtube.com/watch?v=sABhIWgx0yA
Visio Questions-Réponses du 10 avril 2025,6757.9,6789.76,"alors qu'on soit très tôt dans la procédure qu'on soit très tard, même au moment du compromis vous lui avez indiqué un courtier, vous lui avez indiqué un banquier etc. et il n'y va pas vous avez le courtier qui vous dit ah non j'ai toujours pas eu monsieur machin au téléphone, ah non, non non non ah non ça fait deux semaines, toujours pas je lui ai laissé un message, il ne m'a pas rappelé là, le client qui ne fait pas ce qu'il faut pour connaître son budget qui 15 jours après la visite n'est toujours pas allé voir le courtier",https://www.youtube.com/watch?v=sABhIWgx0yA
Visio Questions-Réponses du 10 avril 2025,6789.76,6833.1,"que vous lui avez indiqué, vous savez que là ça commence à sentir mauvais c'est un type pas sérieux ou qui sait très bien qu'il n'a pas les moyens donc il se dit bon voilà j'ai été découvert un acquéreur alors attendez je vais changer de page pour que vous y voyez un petit peu plus clair L'acquéreur veut signer sans clause suspensive, sans savoir justifier de la manière de financer.",https://www.youtube.com/watch?v=sABhIWgx0yA
Visio Questions-Réponses du 10 avril 2025,6835.9800000000005,6868.5,"L'acquéreur qui vous dit « Non, non, mais ce n'est pas un problème, moi je ne fais pas de condition suspensive. » et il n'est pas capable de vous dire derrière précisément comment il va payer, là, c'est un drapeau rouge, c'est un gyrophare qui s'allume, et il dit, toi, mon coco, tu es en train de m'embarquer, je ne sais pas où. Parce que celui qui veut signer sans condition suspensive de prêt, je vais mettre ici de prêt, bien sûr, excusez-moi. hop là",https://www.youtube.com/watch?v=sABhIWgx0yA
Visio Questions-Réponses du 10 avril 2025,6868.5,6903.96,"mais qui derrière n'est pas en mesure de vous dire lorsque vous dites comment allez-vous financer le bien et bien écoutez c'est très simple, j'ai débloqué des actions j'ai machin, j'ai ceci j'ai vendu un enfant sur le marché noir il vous donne une vraie raison crédible, précise parce qu'il sait qu'il a effectivement je viens de vendre ma maison, je viens de vendre ma maison là en Belgique et je suis en location en France, juste le temps de prouver, qu'ils ne vous donnent pas un financement crédible et circoncentrier,",https://www.youtube.com/watch?v=sABhIWgx0yA
Visio Questions-Réponses du 10 avril 2025,6904.98,6939.679999999999,"là vous savez que ça sent très très très mauvais. Donc là, vous alertez éventuellement le notaire en disant, attention, là je ne le sens pas bien, et vous êtes de plus en plus prudent avec la collecte d'une offre si elle n'est pas encore arrivée. Il a voulu dire, il me faut des informations précises parce que le vendeur, il va falloir le convaincre de cette signature sans conditions suspensives. Pourquoi ? Parce que beaucoup de gens peuvent prétendre ne pas demander conditions suspensives pour pouvoir mieux négocier le prix.",https://www.youtube.com/watch?v=sABhIWgx0yA
Visio Questions-Réponses du 10 avril 2025,6939.68,6972.0,"parce qu'ils se disent tiens moi je ne fais pas de prêt donc le vendeur il sera séduit par mon offre je vais pouvoir négocier plus agressivement le prix mais en fait derrière il a besoin d'une condition suspensive et derrière ça va se retourner contre vous donc ça pas de condition suspensive ok concrètement comment allez-vous justifier et là encore le client que vous relancez plusieurs fois qui vous posez plusieurs fois les questions et qui, à chaque fois, est évasif et vous dit qu'il va vous trouver l'information pour plus tard,",https://www.youtube.com/watch?v=sABhIWgx0yA
Visio Questions-Réponses du 10 avril 2025,6972.46,7004.22,"« Ah, mon revenu de l'année 2024, je ne sais plus combien j'ai gagné, je vais trouver l'info », et vous le relancez, vous le relancez, et il ne vous donne jamais les infos, vous savez que là, il est en train de vous embarquer sur un terrain pourri. Donc, faites attention à ces questions-là. Si vous avez d'autres choses aussi, là-dessus, n'hésitez pas à le dire. Ah oui, celui qui dit qu'il veut emprunter à la famille ou à des amis. Ah oui, mais ça c'est… Éric nous dit ça, alors là c'est Éric de Lyon.",https://www.youtube.com/watch?v=sABhIWgx0yA
Visio Questions-Réponses du 10 avril 2025,7005.96,7037.4800000000005,"Ça c'est un cas qu'on rencontre régulièrement. « Oh, je veux emprunter à mémé parce que mémé elle a des sous. » « Mais mémé elle n'a peut-être pas prévu, elle n'a peut-être pas de sous. » Donc oui, absolument. Absolument, absolument. Alors, nous, quel est notre processus idéal ? Quelles sont les choses idéales qu'on peut faire ? Première chose, dans ce processus, on propose de mettre en relation avec un courtier ou un banquier, parce qu'on parle tout le temps des courtiers, les courtiers, les courtiers,",https://www.youtube.com/watch?v=sABhIWgx0yA
Visio Questions-Réponses du 10 avril 2025,7037.76,7074.9400000000005,"parce qu'on se dit, le courtier, c'est plus de souplesse, c'est plus de machin, etc. Mais vous pouvez aussi avoir tout simplement un excellent contact dans une agence bancaire, une BNP à côté de chez vous, bien sûr. L'idéal, d'ailleurs, c'est d'avoir dans son portefeuille de relations professionnelles un ou des courtiers, un ou des banquiers, absolument. Donc, première chose à faire, effectivement, tous nos clients, on propose de les mettre en relation avec un courtier ou un banquier. Deuxièmement, on conseille au client de faire valider sa capacité d'emprunt avant d'aller à l'offre, avant l'offre.",https://www.youtube.com/watch?v=sABhIWgx0yA
Visio Questions-Réponses du 10 avril 2025,7074.94,7106.660000000001,"Parce que confirmer sa capacité d'emprunt, ça va nous permettre de placer l'offre au bon moment, enfin au bon endroit, au bon niveau, et ça va nous permettre de la négocier derrière en disant au vendeur, ok, je vous apporte une offre un petit peu plus basse, mais elle est validée. Mieux vaut tenir que courir. troisième chose dès qu'on voit qu'il y a des incertitudes des terrains un peu glissants, un peu casse-gueule des réponses évasives et des réponses qui viennent pas",https://www.youtube.com/watch?v=sABhIWgx0yA
Visio Questions-Réponses du 10 avril 2025,7106.660000000001,7138.900000000001,"on informe le notaire on informe le vendeur qu'est-ce qu'on ne doit pas faire on donne un avis écrit ou oral au client sur sa capacité d'emprunt deuxièmement faire des simulations de crédit nous-mêmes, on ne peut pas on n'a pas l'habilitation troisièmement remplir les formulaires bancaires transmettre les documents financiers ou voire même faire des demandes de prêts pour le client on n'a pas le droit de faire ça ok",https://www.youtube.com/watch?v=sABhIWgx0yA
Visio Questions-Réponses du 10 avril 2025,7138.900000000001,7169.900000000001,"la question là-dessus alors ensuite la condition suspensive en tant que tel conditions suspensives je vous l'aï dit c'est dans environ, enfin, c'était, il faudrait que je regarde un petit peu où on en est même. Ça, ce sont des chiffres qui sont disponibles. On peut les trouver. Il faut chercher, tout simplement, entre la Banque de France, le machin, le truc, etc. Les dotaires également communiquent là-dessus. Ça, je devrais pouvoir le trouver. Donc, on va",https://www.youtube.com/watch?v=sABhIWgx0yA
Visio Questions-Réponses du 10 avril 2025,7169.900000000001,7201.56,"dire 7 ventes sur 10 de résidence principale nécessitent un prêt. Donc, elles nécessitent une condition suspensive. Pour rappel, pour tout le monde, la condition suspensive, c'est une clause qu'on insère dans les promesses de vente, que ce soit des promesses inalagmatiques ou des promesses unilatérales, c'est une clause dans laquelle en substance, l'acquéreur dit « je ne peux pas payer la maison là avec mes deniers personnels, je n'ai pas le cash, j'ai besoin de faire un prêt bancaire, un prêt immobilier, on appelle ça aussi souvent.",https://www.youtube.com/watch?v=sABhIWgx0yA
Visio Questions-Réponses du 10 avril 2025,7204.099999999999,7235.34,"Mais attention, je ne sais pas si je vais l'obtenir. Donc, je vous propose, monsieur le vendeur, on met une clause qui dit que si j'obtiens mon prêt, j'achète. Si on me refuse le prêt, je n'achète pas. Sans pénalité, pour moi. Le vendeur n'a pas le choix de dire oui ou non. Il ne peut pas. C'est une mesure d'ordre public.",https://www.youtube.com/watch?v=sABhIWgx0yA
Visio Questions-Réponses du 10 avril 2025,7235.96,7266.88,"Le vendeur ne peut pas dire je refuse de vous vendre à vous parce que vous vous demandez une condition suspensive. Ou bien le vendeur ne peut pas dire « je refuse que cette clause soit insérée dans la promesse de vente ». Non, il n'a pas le choix. Ça s'impose à lui. Alors, le vendeur peut refuser la négociation du prix. Si on négocie ne serait-ce qu'un centime sur le prix proposé, le vendeur peut dire non. Mais il ne peut pas dire non pour cette histoire de conditions suspensives de prêt. Ça n'est absolument pas possible.",https://www.youtube.com/watch?v=sABhIWgx0yA
Visio Questions-Réponses du 10 avril 2025,7267.56,7298.24,"Donc, c'est une protection de l'acquéreur, c'est légal. ça lui permet de ne pas payer de pénalité si jamais il n'a pas son crédit et de prévoir dès la promesse de vente la faculté au recours d'un crédit. Alors, une condition suspensive, ça dure 30 jours. Ça veut dire que dans le compromis de vente, on va dire, je demande un prêt, le délai légal c'est 30 jours, je vous demande 30 jours à partir de la signature du compromis pour obtenir mon prêt.",https://www.youtube.com/watch?v=sABhIWgx0yA
Visio Questions-Réponses du 10 avril 2025,7298.24,7332.92,"en fait 30 jours c'est rare parce que c'est trop court c'est trop court généralement c'est 45 jours ça c'est le délai parfait ça peut aller jusqu'à 60 jours c'est un peu rare c'est pour des dossiers un peu complexe normalement c'est 45 jours c'est le bon timing par rapport au délai bancaire c'est à dire la manière dont travaillent les banques les courtiers etc donc on a besoin d'un délai C'est obligatoire, il faut mettre un délai maximum, une date butoir au-delà de laquelle l'acquéreur devra avoir obtenu son prêt.",https://www.youtube.com/watch?v=sABhIWgx0yA
Visio Questions-Réponses du 10 avril 2025,7333.94,7366.820000000001,"Donc, premièrement, condition suspensive, elle doit contenir premièrement une durée maximale, en général 45 jours. Deuxièmement, qu'est-ce qu'elle doit contenir ? Est-ce que vous avez des idées ? Marie se dit deux mois maintenant. Oui, c'est ça, deux mois, c'est 60 jours, oui, c'est 60 jours.",https://www.youtube.com/watch?v=sABhIWgx0yA
Visio Questions-Réponses du 10 avril 2025,7367.18,7402.22,"Ça dépend, ça dépend des dossiers, parce que normalement, c'est des dossiers compliqués. Alors, quelles sont les autres informations qui doivent figurer la condition suspensée ? Alors, ça, ce que nous dit Catherine, je vais le dire après parce que ça n'est pas une obligation. On va y venir après. Par contre, Véronique nous dit le taux maximal, oui, le taux maximal auquel l'acquéreur s'oblige à acheter.",https://www.youtube.com/watch?v=sABhIWgx0yA
Visio Questions-Réponses du 10 avril 2025,7402.22,7433.299999999999,"Donc, l'acquéreur dit, j'achèterai, mais attention, si on propose un taux au-dessus de, et je vous dis une bêtise, 3,90 hors assurance c'est toujours hors assurance j'y vais plus j'accepte d'acheter si on me fait un prêt en dessous de 3,90 donc elle doit comporter un taux maximal deuxième chose Eric nous dit en premier mais tous les autres le disent après",https://www.youtube.com/watch?v=sABhIWgx0yA
Visio Questions-Réponses du 10 avril 2025,7433.299999999999,7464.099999999999,"mais c'est Eric qui a lancé le bal la durée maximale Pareil, je m'engage à acheter votre maison si on me prête les sous Mais attention, sur 20 ans maximum Pas plus, 20 ans max Troisième chose Marjorie Montant maximal",https://www.youtube.com/watch?v=sABhIWgx0yA
Visio Questions-Réponses du 10 avril 2025,7464.1,7500.82,mal. Je m'engage à acheter si on me fait un prêt de 350 000 euros maximum. Ce sont les conditions obligatoires à faire figurer dans la condition suspensive. Cela permet vendeur de dire regardez le lorsque l'acquéreur dit moi je j'achète à condition qu'on propose,https://www.youtube.com/watch?v=sABhIWgx0yA
Visio Questions-Réponses du 10 avril 2025,7500.82,7533.94,un taux maximal de 1% sur une durée maximale de deux ans pour emprunter neuf cent mille euros bien entendu que le vendeur quand il voit ça il dit vous n'êtes pas sérieux vous moquez moi c'est pas possible ça n'est pas possible je ne peux pas signer ça comme ça je suis sûr que vous n'aurez pas votre prêt aucune banque ne va vous prenez 900000 euros sur deux ans à 1%,https://www.youtube.com/watch?v=sABhIWgx0yA
Visio Questions-Réponses du 10 avril 2025,7533.94,7564.78,à moins que vous soyez un prince du pétrole en vrai aujourd'hui qu'est ce qu'on verrait on imaginerait à 4% c'est beaucoup mais bon sur 20 ans pour emprunter 300 euros parce que la maison on coûte dans ces eaux là comprenez alors ça ce sont les informations minimales qu'on doit avoir,https://www.youtube.com/watch?v=sABhIWgx0yA
Visio Questions-Réponses du 10 avril 2025,7564.78,7603.56,"mais il ya des informations supplémentaires qu'on peut ajouter et ça c'est conventionnel c'est ce qu'on appelle une obligation de diligence endroit s'ajouter sous vous souvent dit obligation diligence ça veut dire obligation de se bouger les fesses diligence c'est l'inversé de négligence Quand on est diligent, c'est qu'on fait les choses vite et bien. L'obligation de diligence, c'est l'obligation, c'est je m'engage à faire les choses avec sérieux, à faire les choses dans le but qu'elles soient véritablement faites derrière, qu'on arrive à un succès.",https://www.youtube.com/watch?v=sABhIWgx0yA
Visio Questions-Réponses du 10 avril 2025,7603.56,7634.639999999999,"Donc, une condition plus suspensive peut être consolidée avec les obligations de diligence suivantes. Eh bien, on pourrait dire, donc ça, je vais le mettre en rouge parce que c'est impératif. Et ensuite, on peut ajouter les choses suivantes. Qu'est-ce qu'on peut rajouter ? Vous avez une idée ? Parfait. Un mois, nous dit Éric. Aujourd'hui, il est en feu. C'est celui qui participe le plus. C'est Éric de Lyon.",https://www.youtube.com/watch?v=sABhIWgx0yA
Visio Questions-Réponses du 10 avril 2025,7634.64,7665.02,Eric nous dit un mois pour déposer le dossier donc une période maximale de dépôt de dossier une période maximale de dépôt de dossier par exemple effectivement 30 jours vous avez 30 jours pour aller déposer le dossier,https://www.youtube.com/watch?v=sABhIWgx0yA
Visio Questions-Réponses du 10 avril 2025,7665.02,7696.719999999999,je vais les mettre en vert hop quoi d'autre alors ça tous ceux qui ont fait leur formation le premier jour au siège ou ailleurs avec moi normalement vous n'avez pas d'excuses parce que j'insistais lorsque je parlais du compromis j'insistais lourdement sur l'obligation diligence et sur la manière de la de la consolider au maximum donc normalement ceux qui ont été formés avec moi,https://www.youtube.com/watch?v=sABhIWgx0yA
Visio Questions-Réponses du 10 avril 2025,7696.719999999999,7726.96,"le premier jour et pas avec Yves ou avec Sébastien, vous devriez vous en souvenir alors accord de principe avant telle date ça c'était pas au compromis qu'on le met ça c'est avant, c'est au cours de la négo... c'est Guy qui propose ça c'est au cours de la négociation alors autre information pour consolider l'obligation de diligence. Période maximale. Monsieur, vous devez",https://www.youtube.com/watch?v=sABhIWgx0yA
Visio Questions-Réponses du 10 avril 2025,7726.96,7757.1,"justifier de l'avoir déposé pendant 30 jours. Quoi d'autre ? Vous ne vous souvenez pas ? Vous avez tout oublié ? Bon. Allez, je vais vous aider parce que là, j'ai l'impression que vous êtes à sec. Non ? Il faut que je rafraîchisse le truc ? Bon. Allez. Un nombre minimale de dépôt de dossier.",https://www.youtube.com/watch?v=sABhIWgx0yA
Visio Questions-Réponses du 10 avril 2025,7758.98,7791.16,"Généralement, on dit 2, 3. C'est-à-dire que, donc là, vous voyez, ça c'est ce que demande l'acquéreur. Ça, c'est ce que demande le vendeur pour être assuré. Deux ou trois dossiers différents. Donc, période maximale, monsieur l'acquéreur, attention, vous avez 30 jours pour déposer les prêts et vous devez le justifier auprès du notaire donc ça on peut le rajouter ici avec",https://www.youtube.com/watch?v=sABhIWgx0yA
Visio Questions-Réponses du 10 avril 2025,7791.16,7823.42,"justificatif parce qu'il y a des notaires qui mettent juste une période maximale mais c'est tout et il y a d'autres notaires qui disent et vous devez nous les justifier je vais vous dire une rédaction parfaite serait de dire que vous avez 15 jours pour déposer vos dossiers et que vous devez en donner les justificatifs au notaire sous 30 jours. Vous voyez, on a deux délais, rien que là-dedans. Ensuite, attention, monsieur,",https://www.youtube.com/watch?v=sABhIWgx0yA
Visio Questions-Réponses du 10 avril 2025,7824.099999999999,7856.84,"vous devez, allez, on va dire qu'on met trois, vous devez déposer dans trois établissements bancaires minimum. Ça veut dire que dans les 30 jours, le notaire, il doit recevoir les trois justificatifs. je suis allé à la BNP je suis allé voir le courtier empruntiste et je suis allé voir la société générale voici les justificatifs de demande de prêt période maximale de dépôt de dossier",https://www.youtube.com/watch?v=sABhIWgx0yA
Visio Questions-Réponses du 10 avril 2025,7856.84,7889.400000000001,"nombre minimal de dépôt de dossier parce que vous comprenez bien que si au bout de, allez on se donne 60 jours, Marie vous me disiez de moi allez on part sur 60 jours on part sur 60 jours et arrivé au 61ème jour l'acquéreur dit ah bah j'ai pas mon prêt et qu'on s'aperçoit qu'en fait il les a jamais déposés on s'aperçoit qu'en fait il en a déposé un à un endroit etc non, quand il a pas son prêt",https://www.youtube.com/watch?v=sABhIWgx0yA
Visio Questions-Réponses du 10 avril 2025,7889.400000000001,7920.48,"il faut lui dire très bien mais où sont les justificatifs de dépôt de dossier Est-ce que vous l'avez fait dans la bonne période ? Est-ce que vous avez fait le bon nombre de demandes que je voulais ? Parce que si, en fait, vous êtes resté à la maison en attendant que le temps passe et que vous n'avez jamais fait ça, moi, par contre, là, je vais vous attaquer en justice. Parce que je vous ai laissé une condition suspensive, mais vous n'avez pas joué le jeu. Vous n'avez pas été diligent, vous avez été négligent. Et cette négligence, je vais vous la faire payer. C'est ça l'intérêt de consolider",https://www.youtube.com/watch?v=sABhIWgx0yA
Visio Questions-Réponses du 10 avril 2025,7920.48,7955.5,"l'obligation de diligence de la condition suspensive. Hop là ! Maintenant, pas de questions, à bientôt Marc, à très bientôt. Qu'est-ce que vous devez faire, vous, à ce sujet ? Vous devez surveiller mais pas, comment dire, pas y mettre trop votre grain de sel.",https://www.youtube.com/watch?v=sABhIWgx0yA
Visio Questions-Réponses du 10 avril 2025,7955.6,7986.86,"C'est-à-dire que vous, vous surveillez que toutes les conditions qui sont là, elles sont réalistes. Parce que si, alors normalement le notaire ne laisse pas mettre n'importe quoi, bien sûr, mais s'il y a n'importe quoi là-dedans, je disais tout à l'heure, vous vous empruntez un taux de 1% sur 2 ans pour 900 000 euros, vous, vous voyez tout de suite que dans ces conditions suspensives, c'est n'importe quoi, ça n'ira nulle part vous le voyez de manière évidente et donc vous dites stop, non, on va nulle part parce que vous, vous êtes là pour travailler",https://www.youtube.com/watch?v=sABhIWgx0yA
Visio Questions-Réponses du 10 avril 2025,7986.86,8018.02,"pour que votre vente se fasse donc vous vérifiez la cohérence de tout ça si jamais vous avez le moindre doute, vous nous demandez on est là, on sait faire vous vérifiez la cohérence de tout ça et vous en discutez avec le notaire vous ne devez pas aller voir le vendeur aller voir l'acquéreur et mettre votre grain de sel là-dedans, parce que là encore là encore ça sort de votre compétence donc ça vous en parlez avec nous et on en parlera au notaire qu'est-ce qu'on ne doit",https://www.youtube.com/watch?v=sABhIWgx0yA
Visio Questions-Réponses du 10 avril 2025,8018.02,8050.0,surtout pas faire faire modifier ces durées là ces composantes là au notaire 45 jours ça ne va pas du tout vous mettez 30 jours le notaire ne le fera pas vous me direz mais on ne doit pas dire au notaire vous faites ça vous dites attention c'est pas un peu dangereux de mettre 1% au lieu de 4 bien inciter l'un ou l'autre le vendeur ou,https://www.youtube.com/watch?v=sABhIWgx0yA
Visio Questions-Réponses du 10 avril 2025,8050.0,8089.38,"l'acquéreur à modifier cette clause pour arranger l'autre partie donc dire aux vendeurs non allez on va pas mettre ça les noms ça lui rend pas service à l'acquéreur on n'est pas ça ou la Inverse, faire mettre ici des choses qui plaisent aux vendeurs mais qui mettent l'acquéreur dans la panade, surtout pas, donc pas d'incitation et de conseil à mettre autre chose que ce qui est prévu par le notaire ici, on en parle entre nous, on en parle au notaire mais vous n'en parlez pas aux vendeurs et aux acquéreurs et surtout ne vous avancez jamais ni auprès du vendeur ni auprès de l'acquéreur sur l'obtention du prêt.",https://www.youtube.com/watch?v=sABhIWgx0yA
Visio Questions-Réponses du 10 avril 2025,8089.38,8120.0,"On dirait non mais c'est bon, le prêt il arrive, il est bouclé. Parce que là encore, vous vous exposez dangereusement. Ok ? Alors, vous, dernière chose et on en terminera là, vous devez impérativement comprendre que le partenaire financier, c'est un partenaire aussi important que le partenaire notaire. Vous devez avoir des partenaires financiers fiables",https://www.youtube.com/watch?v=sABhIWgx0yA
Visio Questions-Réponses du 10 avril 2025,8120.0,8151.120000000001,"Donc vous devez identifier qui dans votre secteur est fiable Rassurant, vous rend des services Et capable de donner des accords de principe Comme nous disait Guy il y a un instant Rapidement Qui est un feignant, un blaireau qui ne travaille pas Et comprendre que lui il a un rôle Vous vous devez un rôle Lui il ne doit pas donner son avis au client sur la maison Ah mais non, mais n'achetez pas ça, c'est une merde Vous, vous ne devez pas donner votre avis au client sur le prêt Ah mais non, non, prenez pas 4%, c'est pas un bon taux Absolument pas",https://www.youtube.com/watch?v=sABhIWgx0yA
Visio Questions-Réponses du 10 avril 2025,8151.120000000001,8183.5,"Vous devez travailler de concert De même que vous ne devez pas vous substituer au notaire Le notaire ne doit pas donner son avis sur le produit C'est pareil C'est la même chose Donc vous devez avoir ce partenaire Ce partenaire, c'est lui qui fait cette partie du boulot C'est pas vous Vous ne mettez pas le doigt là-dedans Par contre, vous préparez tout en amont pour faciliter le passage chez le courtier. C'est très important. Bien sûr, il est courant que ce courtier vous dise",https://www.youtube.com/watch?v=sABhIWgx0yA
Visio Questions-Réponses du 10 avril 2025,8183.5,8217.7,« je vous rémunère sur les prêts ». C'est légal. Vous en avez le droit de toucher une commission sur les prêts bancaires qui ont été effectués par le courtier ou le banquier partenaire. mais vous devez pour cela avoir dit à vos clients officiellement bah je vous propose excusez moi je vais vous le mettre ici non pas ici excusez moi je vais le mettre ici,https://www.youtube.com/watch?v=sABhIWgx0yA
Visio Questions-Réponses du 10 avril 2025,8217.7,8247.98,"et là on va retourner écrire en auto premièrement Ah, je fais n'importe quoi, voilà, excusez-moi. Premièrement, déclarer en toute transparence que le courtier, excusez-moi, n'est plus vraiment n'importe quoi, est un partenaire.",https://www.youtube.com/watch?v=sABhIWgx0yA
Visio Questions-Réponses du 10 avril 2025,8247.98,8278.48,"Un partenaire rémunérant, il vous rémunère, c'est là qu'on hésite, c'est sur le rémunérant, le courtier c'est un partenaire et il va me donner des sous, c'est là que ça devient délire Dites au moins que le courtier est un partenaire officiel De votre activité Normalement vous devriez dire",https://www.youtube.com/watch?v=sABhIWgx0yA
Visio Questions-Réponses du 10 avril 2025,8278.48,8310.14,"Si vous faites le prêt avec lui Je vais toucher une petite commission Vous savez comme sur Youtube et ailleurs Il est n'importe quoi Quand il y a un créateur de contenu qui dit Oh j'ai mon partenaire machin Si vous achetez je toucherai un petit peu de sous Sur les achats que vous avez fait C'est pareil, c'est la même obligation Deuxièmement Indiquez clairement au client qu'il n'a aucune obligation",https://www.youtube.com/watch?v=sABhIWgx0yA
Visio Questions-Réponses du 10 avril 2025,8310.14,8341.160000000002,de passer par ce partenaire c'est à dire que le client non seulement il n'aura pas l'obligation quand il ira voir le partenaire de faire l'affaire avec lui derrière de même il n'a même obligation d'aller le voir alors c'est là vous posez la question le client à qui vous dites ça et qui vous dit bah oui bah très bien je n'irai pas le voir pourquoi parce que j'ai déjà mon propre courtier j'ai mon banquier ça me va à,https://www.youtube.com/watch?v=sABhIWgx0yA
